"","subject","IP_LABEL","IA_LABEL","trial","condition","object","session","IA_DWELL_TIME","TRIAL_DWELL_TIME","IP_DURATION","Breed","sex","neutered","age"
"238","subj.09","video_IP","cube_up",4,"normal","cube",1,0,4756,5019,"Border Collie","f","no",25
"239","subj.09","video_IP","cube_low",4,"normal","cube",1,1333,4756,5019,"Border Collie","f","no",25
"240","subj.09","video_IP","head_IA",4,"normal","cube",1,0,4756,5019,"Border Collie","f","no",25
"241","subj.09","video_IP","cube_human",1,"reversed","cube",2,496,4699,5019,"Border Collie","f","no",25
"242","subj.09","video_IP","cube_up",1,"reversed","cube",2,131,4699,5019,"Border Collie","f","no",25
"243","subj.09","video_IP","cube_low",1,"reversed","cube",2,1880,4699,5019,"Border Collie","f","no",25
"244","subj.09","video_IP","head_IA",1,"reversed","cube",2,496,4699,5019,"Border Collie","f","no",25
"245","subj.09","video_IP","cube_human",2,"reversed","cube",2,721,4595,5020,"Border Collie","f","no",25
"246","subj.09","video_IP","cube_up",2,"reversed","cube",2,188,4595,5020,"Border Collie","f","no",25
"247","subj.09","video_IP","cube_low",2,"reversed","cube",2,332,4595,5020,"Border Collie","f","no",25
"248","subj.09","video_IP","head_IA",2,"reversed","cube",2,257,4595,5020,"Border Collie","f","no",25
"249","subj.09","video_IP","cube_human",3,"reversed","cube",2,602,4754,5020,"Border Collie","f","no",25
"250","subj.09","video_IP","cube_up",3,"reversed","cube",2,348,4754,5020,"Border Collie","f","no",25
"251","subj.09","video_IP","cube_low",3,"reversed","cube",2,0,4754,5020,"Border Collie","f","no",25
"252","subj.09","video_IP","head_IA",3,"reversed","cube",2,0,4754,5020,"Border Collie","f","no",25
"253","subj.09","video_IP","cube_human",4,"reversed","cube",2,1455,4759,5020,"Border Collie","f","no",25
"254","subj.09","video_IP","cube_up",4,"reversed","cube",2,0,4759,5020,"Border Collie","f","no",25
"255","subj.09","video_IP","cube_low",4,"reversed","cube",2,0,4759,5020,"Border Collie","f","no",25
"256","subj.09","video_IP","head_IA",4,"reversed","cube",2,0,4759,5020,"Border Collie","f","no",25
"257","subj.10","video_IP","cube_human",1,"normal","cube",1,0,4771,4999,"Mix","m","yes",18
"258","subj.10","video_IP","cube_up",1,"normal","cube",1,0,4771,4999,"Mix","m","yes",18
"259","subj.10","video_IP","cube_low",1,"normal","cube",1,2968,4771,4999,"Mix","m","yes",18
"260","subj.10","video_IP","head_IA",1,"normal","cube",1,0,4771,4999,"Mix","m","yes",18
"261","subj.10","video_IP","cube_human",2,"normal","cube",1,1168,4609,5018,"Mix","m","yes",18
"262","subj.10","video_IP","cube_up",2,"normal","cube",1,0,4609,5018,"Mix","m","yes",18
"263","subj.10","video_IP","cube_low",2,"normal","cube",1,2733,4609,5018,"Mix","m","yes",18
"264","subj.10","video_IP","head_IA",2,"normal","cube",1,672,4609,5018,"Mix","m","yes",18
"265","subj.10","video_IP","cube_human",3,"normal","cube",1,1178,4592,5019,"Mix","m","yes",18
"266","subj.10","video_IP","cube_up",3,"normal","cube",1,0,4592,5019,"Mix","m","yes",18
